Empresa,IL Geral,IL Corrente,IL Seca,IL Imediata,Margem Bruta,Margem Líquida,ROE,ROA,Grau Alav. Financeira (DFL),I Giro Ativo Total,I Giro Ativo Fixo,I Giro Estoques,I Giro Contas a Receber,Giro Estoque (CPV/Estoque),PME (dias),PMC (dias),I Endividamento,I Cobertura Juros,EBITDA,Lucro Bruto,Vendas,Lucro Líquido,Patrimônio Líquido,Ativo Total,Lucro por Ação (básico),Lucro dispon. acionistas,Nº ações emitidas
petrobras,0.2663028135880305,0.7182559771728375,0.4721563844720068,0.25328485629472813,0.4929919443903073,0.2869080101344767,0,0.030783747895820918,inf,0.1072948360047259,0.1490896191521999,2.8786086631291052,5.255601553497503,1.4594777811543047,250.0894530311524,69.44970928344053,1.0,-3.1622562674094707,35331.0,60709.0,123144.0,35331.0,0.0,1147716.0,2.73,35331.0,12941.758241758242
prio,0.6727220639521476,3.1936623609451664,2.7419766838769744,1.6026902448782039,0.3154657180707389,0.46673004851143113,0.07791024113108347,0.03782924086416347,2.0595243084798374,0.08105165070218735,0.21088797676931748,3.7856396949193867,2.519738040375418,2.5914001502045494,140.8504973541771,144.85632797987935,0.5144509846848501,2.0663490027303077,2124414.0,1400923.0,4440809.0,2072659.0,26603165.0,54789865.0,2.539,2072659.0,816328.869633714
